id,title,authors,genre,isbn,num_pages,publisher,publication_date,price
609,"The Templar (Templars, #1)",Paul Doherty,fiction,0755338480,320,Headline,2007-12-01,9.5
610,"Le Bel Homme Sans Merci, or, The Unicorn Tamer",Kadorienne,romance,nan,31,AO3,2011-12-01,9.0
611,The Collection of Heng Souk,S.R. Wilsher,fiction,nan,244,"Amazon Digital Services, Inc.",2013-12-10,27.75
612,Legends of the Crypt (Molly Maddison #2),K.A. Young,fantasy,1514615169,200,CreateSpace,2014-12-05,38.0
613,I Love You Just Enough,"Robbyn Smith van Frankenhuyzen,Gijsbert van Frankenhuyzen",fiction,1585368393,36,Sleeping Bear Press,2014-01-28,35.5
614,Selfless,Michael Powers,unknown,1935192051,268,Dreamspinner Press,2008-08-01,11.5
615,"Burn (Pure, #3)",Julianna Baggott,fiction,nan,418,Grand Central Publishing,2014-02-04,21.5
616,A Day with Parkinson's,"A Hultquist,Joanne Lew-Vriethoff",fiction,0807555819,32,Albert Whitman  Company,2016-05-01,7.25
617,Travels and Travails of Small Minds,Daniel Falatko,fiction,nan,252,The Ardent Writer Press,2017-10-01,30.25
618,"Royal Exile (Valisar, #1)",Fiona McIntosh,fantasy,0007276028,464,Voyager,2009-01-01,19.25
619,John Thomas and Lady Jane: The Second Version of Lady Chatterley's Lover,D.H. Lawrence,fiction,0140182004,384,Penguin Classics,1989-09-28,5.25
620,Just Call Me Mike: A Journey to Actor and Activist,Mike Farrell,unknown,1933354089,368,RDV Books,2007-03-01,34.25
621,The Dawn of Day,Friedrich Nietzsche,history,1492205532,214,Createspace Independent Publishing Platform,2013-08-19,31.25
622,Und dann kam Paulette,"Barbara Constantine,Ina Kronenberger",fiction,3463406411,320,Kindler,2013-03-08,8.0
623,"To the Edge (Bodyguard, #1)",Cindy Gerard,romance,nan,350,t. Martin's Paperbacks,2010-04-01,32.75
624,Service Included: Four-Star Secrets of an Eavesdropping Waiter,Phoebe Damrosch,unknown,006122815X,240,William Morrow Paperbacks,2008-10-07,30.75
625,"Tangled in Time (Project Enterprise, #3)",Pauline Baird Jones,romance,nan,164,Pauline Baird Jones,2013-08-09,48.0
626,"Buffy the Vampire Slayer: Own It, Part 1 (Season 10, #26)","Christos Gage,Rebekah Isaacs,Joss Whedon",fantasy,nan,32,Dark Horse,2016-04-20,8.5
627,Walking Backwards: The Process of Unlearning,Michael Saunders,unknown,1466280735,124,Createspace,2011-09-01,44.0
628,People Will Talk: The Surprising Science of Reputation,John Whitfield,science,0470912359,256,Wiley,2011-11-01,19.5
629,"Robots or Rebels: The Dangers of Growing Up a Legalist, and Biblical Motivations for True Holiness",Robert Pruitt,unknown,1620202581,186,Ambassador-Emerald International,2014-02-14,9.5
630,Girl Fight,Faye Harnest,fiction,1552778657,112,Lorimer,2011-10-15,41.75
631,On the Growl,"Celia Kyle,Lynn Red,Jessica Sims,Flora Dare,Marina Maddix",romance,nan,287,Rising Books,2014-10-13,26.25
632,"Mermaid Moon (Sunset Cove, #2)",Colleen Coble,romance,1401690289,352,Thomas Nelson,2016-01-12,11.25
633,Naked Me,Christian Winn,unknown,0991065727,209,Dock Street Press,2014-08-01,20.75
634,"My Dark Highlander (Kilted Athletes Through Time, #2)",Nancy Lee Badger,romance,1502558556,330,Nancy Lee Badger,2014-11-01,15.25
635,Reluctant Guardian,Kristy K. James,romance,nan,238,Kristy K. James,2011-07-14,47.75
636,Flourish: A Visionary New Understanding of Happiness and Well-being,Martin E.P. Seligman,science,1439190763,368,Atria Books,2012-02-07,5.5
637,"A Christmas Beginning (Christmas Stories, #5)",Anne Perry,mystery,0755334310,160,Headline,2008-10-02,44.0
638,Remembering Well: Rituals for Celebrating Life and Mourning Death,Sarah York,unknown,0787955078,240,Jossey-Bass,2000-08-28,7.5
639,La magia de las pequeñas cosas,Estelle Laure,romance,8496886530,256,Puck,2016-03-07,9.5
640,"Detective Camp (A to Z Mysteries: Super Edition, #1)","Ron Roy,John Steven Gurney",mystery,0375935347,144,Random House Books for Young Readers,2006-05-09,27.0
641,Men In Black,Scott Spencer,fiction,0679434526,321,Knopf,1995-04-18,43.5
642,"The Kidnapped King (A to Z Mysteries, #11)","Ron Roy,John Steven Gurney",mystery,0613258762,86,Turtleback Books,2000-06-27,34.25
643,Behind the Curtain,"Amy Lane,Hugh Bradley",romance,nan,7,Dreamspinner Press LLC,2014-06-24,38.5
644,Being & Vibration,"Joseph Rael,Mary Elizabeth Marlow",science,1571781196,192,Council Oak Books,2002-09-01,48.25
645,From My Mother: a novel,Margreet Dietz,fiction,1456471341,204,CreateSpace,2011-10-01,20.5
646,A Season for Ravens,Will Ottinger,unknown,nan,353,"Outskirts Press, Inc.",2014-10-04,25.75
647,La révolution d'un seul brin de paille,Masanobu Fukuoka,science,2844451861,202,Guy Tredaniel,2000-07-07,9.5
648,"The Glory Boys: True-life Adventures of Scotland Yard's SWAT, the Last Line of Defence in the War Against International Crime",Steve Collins,unknown,071267733X,240,Century,1998-09-23,21.75
649,ローマ人の物語 (1) ― ローマは一日にして成らず(上),Yan Ye  Qi Sheng,unknown,4101181519,197,Xin Chao She,2002-06-01,36.0
650,Charada,Sandra Brown,romance,8498724104,527,Ediciones B,2010-09-01,11.0
651,A Table by the Window (Two Blue Doors #1),Hillary Manton Lodge,romance,0307731766,320,WaterBrook,2014-03-18,16.0
652,Marvel Horror (Marvel Ultimate Graphic Novels Collection),"Gary Friedrich,Roy Thomas,Gerry Conway,Steve Gerber,Rich Buckler,Lew Wein,Tom Sutton,Herb Trimpe,Gray Morrow,Michael Ploog,Gene Colan",fiction,nan,220,Hachette Partworks Ltd,2016-05-11,47.75
653,"In the Shadows (Lark, #2)",Erica Cope,fantasy,1492224472,282,Createspace Independent Publishing Platform,2013-09-26,16.0
654,The Threshing Floor: How to Know Without a Doubt that God Hears Your Every Prayer,Juanita Bynum,unknown,1591858038,221,Charisma House,2005-08-26,45.25
655,Surviving Heroin: Interviews with Women in Methadone Clinics,"Jennifer Friedman,Marixsa Alicea",unknown,0813027160,256,University Press of Florida,2001-11-30,45.5
656,The Burden: A Family Saga,N.E. David,unknown,1782799362,339,Roundfire Books,2015-04-24,29.5
657,Surviving Emily,Laurie Bellesheim,unknown,1457505622,232,Dog Ear Publishing,2011-09-01,22.25
658,Scarlet Dreams: A Supernatural Story of Sex and Punishment (Incubus Book 1),Jeanna Pride,unknown,nan,24,Dark Deeds Publishing,2016-03-12,20.0
659,"Make Out With Murder (Chip Harrison, #3)",Lawrence Block,mystery,0451187989,240,Signet,1997-09-01,45.5
660,Indecent Proposals,"Miranda Forbes,Giselle Renarde,Kate Dominic,Eva Hore,Debra Gray De Noux,O'Neil de Noux,L.A. Fields,David Hawthorne,Josie Jordan,Lynn Lake,Ray Cluley,Renatto Garcia,Esmeralda Greene,D.C. Kohn,Landon Dixon,Poppy Drew,Sommer Marsden,Alcamia,J.  Smith",fiction,1907016589,208,Xcite Books,2011-01-17,9.5
661,De hemel boven Parijs,Bregje Hofstede,fiction,905936497X,222,Cossee,2014-09-08,12.25
662,Joseph Goebbels,Curt Riess,history,1781553238,400,Fonthill Media,2015-02-28,42.5
663,Cook-a-Doodle-Doo!,"Janet Stevens,Susan Stevens Crummel",unknown,0152056580,48,HMH Books for Young Readers,2005-08-01,25.0
664,"Sing in the Morning, Cry at Night",Barbara J.   Taylor,fiction,1617752274,320,Kaylie Jones Books,2014-07-01,35.25
665,The Assembled Parties,Richard Greenberg,unknown,1559364769,112,Theatre Communications Group,2015-01-06,21.25
666,Men Explain Things to Me,Rebecca Solnit,history,1608463869,130,Haymarket Books,2014-05-20,31.25
667,Earthquakes in Human History: The Far-Reaching Effects of Seismic Disruptions,"Jelle Zeilinga de Boer,Donald Theodore Sanders",history,0691050708,304,Princeton University Press,2004-12-26,33.25
668,Interface,Joe Gores,mystery,0752851888,224,Orion mass market paperback,2004-09-02,10.0
669,Rodrigo Zacara y el espejo del poder,Victor Gayol Fernandez,unknown,nan,150,www.rodrigozacara.com / wattpad,2015-06-25,10.75
670,"Blue Twilight (Wings in the Night, #11)",Maggie Shayne,romance,0778328759,400,Mira,2010-11-16,27.0
671,what it means to be avant-garde,David Antin,unknown,0811212386,207,New Directions Publishing Corporation,1993-06-01,43.75
672,Philippics I-II,"Marcus Tullius Cicero,John T. Ramsey",unknown,052142285X,380,Cambridge University Press,2003-10-06,36.25
673,برقص برقص,"Haruki Murakami,slmz bhgm",fiction,nan,589,trnh,2016-08-24,22.0
674,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",Douglas Adams,fiction,1473200679,192,Gollancz,2013-12-12,8.5
675,Toward Democracy: The Struggle for Self-Rule in European and American Thought,James T. Kloppenberg,history,019505461X,912,"Oxford University Press, USA",2016-06-03,21.5
676,Romance with a Touch of Love,Kevin Hollingsworth,unknown,1432771388,30,Outskirts Press,2011-04-18,11.0
677,Desert Heat,Cindy Gerard,romance,1429959088,32,St. Martin's Paperbacks,2011-08-30,6.5
678,Operation Midnight,Sharon C. Cooper,unknown,0990350576,300,Amaris Publishing LLC,2015-10-16,35.25
679,Nietzsche's Thus Spake Zarathustra: A Beginner's Guide,George Myerson,unknown,0340804211,96,Hodder & Stoughton,2001-09-01,8.75
680,Lost at Sea,"Michael Goss,George Behe",history,0879759135,359,Prometheus Books,1994-09-01,38.0
681,Zur Genealogie der Moral,Friedrich Nietzsche,history,3150071232,187,Reclam,1998-01-31,38.75
682,The Zephyrs of Najd: The Poetics of Nostalgia in The Classical Arabic Nasib,Jaroslav Stetkevych,unknown,0226773361,333,University Of Chicago Press,1993-12-15,23.75
683,A Bargain for Frances,"Russell Hoban,Lillian Hoban",fiction,0060223294,64,HarperCollins,1970-09-30,34.75
684,Barnaby Rudge: A Tale of the Riots of 'Eighty,"Charles Dickens,Donald Hawes",fiction,0460877151,736,"Orion Publishing Group, Ltd.",1996-04-15,16.25
685,The Teammates: A Portrait of a Friendship,David Halberstam,history,1401397859,224,Hyperion,2003-05-14,44.25
686,"Pornucopia (Pornucopia, #1)",Piers Anthony,fantasy,0972367004,172,Mundania Press LLC,2003-05-30,25.25
687,Her Mother's Daughter,Marilyn French,fiction,0345353625,770,Ballantine Books,1988-09-12,28.5
688,Bloody Ridge: The Battle that Saved Guadalcanal,Michael S. Smith,history,0891417184,240,Presidio Press,2000-09-25,43.75
689,Zoo City,Lauren Beukes,fantasy,006199412X,384,Angry Robot,2010-06-01,33.75
690,Soundtrack,Julie Bertagna,unknown,0330418130,144,Young Picador,2004-07-02,28.0
691,Palestine and the Arabs' Fight for Liberation,"Fred Feldman,Georges Sayad",unknown,0873485475,62,Pathfinder,1989-01-01,50.0
692,Way Station,Clifford D. Simak,fiction,1504013182,196,Open Road Media Sci-Fi  Fantasy,2015-07-21,14.25
693,City,"Clifford D. Simak,David W. Wixon",fiction,1504012941,264,Open Road Media Sci-Fi  Fantasy,2015-07-21,24.0
694,"Huber Hill and the Brotherhood of Coronado (Huber Hill, #2)",B.K. Bostick,mystery,1599559811,281,Sweetwater Books,2012-10-09,20.5
695,Eren's Play,Orihara Ran,unknown,nan,320,DIVA Press,2017-05-20,9.5
696,There's a Cow in the Cabbage Patch,Clare Beaton,unknown,1841489611,24,Barefoot Books,2002-09-01,9.5
697,Certainty and the Search for Absolute Truth,Robert Burkhart,unknown,1468030477,162,CreateSpace Independent Publishing Platform,2011-02-09,34.0
698,"Gabriel's Rapture (Gabriel's Inferno, #2)",Sylvain Reynard,romance,140591243X,413,Penguin,2012-10-11,17.75
699,Grey,E.L. James,romance,8852066322,588,Mondadori,2015-07-03,17.0
700,Riding on a Beam of Light,"Ramsey Dean,Noah Hamdan",fantasy,nan,26,The Light Beam Riders,2013-04-23,30.75
701,The Third Book,Isaac Iziken,unknown,nan,124,Wisehouse,2014-06-16,10.25
702,Impulse,Frederick Ramsay,mystery,1590582837,245,Poisoned Pen Press,2006-06-01,30.5
703,"Loose Change (Petit Morts, #15)",Sean Kennedy,romance,nan,47,JCP Books,2011-10-25,36.25
704,Adam's Bar-b-Que Ribs,Sugar Lee Ryder,fiction,nan,0,Gryphon's Lair Productions,2011-05-29,30.75
705,These Are My People,Mildred T. Howard,history,0890842426,146,BJU Press,2005-02-11,23.0
706,The Passion of Mademoiselle S.: Letters to a Lover,"Anonymous,Jean-Yves Berthault",unknown,nan,288,Text Publishing,2016-01-27,50.0
707,Warlords and Merchants: The Lebanese Business and Political Establishment,Kamal Dib,unknown,0863722970,322,Ithaca Press,1999-01-01,12.0
708,"The Alexandria Link (Cotton Malone, #2)",Steve Berry,fiction,0340899298,534,Hodder & Stoughton,2007-12-13,40.25
709,Jeremy Visick,David Wiseman,fiction,0395304490,170,Houghton Mifflin,1981-04-01,24.25
710,Captive Queen: A Novel of Eleanor of Aquitaine,Alison Weir,fiction,0385667094,478,Anchor Canada,2011-04-19,34.5
711,Half Empty,David Rakoff,fiction,0767929055,240,Anchor,2011-09-06,26.5
712,Charles James: Beyond Fashion,"Harold Koda,Jan Reeder,Sarah Scaturro,Glenn Petersen,Ralph Rucci",history,0300204361,264,Metropolitan Museum of Art,2014-06-03,41.5
713,Hard Fall,Ridley Pearson,fiction,078689007X,416,Hyperion Books,2001-06-01,10.75
714,Aberdeenshire: North and Moray,"David W. Walker,Matthew Woodworth",unknown,0300204280,800,Yale University Press,2015-07-28,29.25
715,"Baskervillský pes (Sherlock Holmes, #5)",Arthur Conan Doyle,mystery,nan,200,Odeon,2016-09-23,33.25
716,La signora delle camelie,Alexandre Dumas fils,fiction,nan,192,BUR Biblioteca Univ. Rizzoli,2011-03-21,34.25
717,God in Neon,Sam Slaughter,unknown,0996409939,146,Lucky Bastard Press,2016-05-15,49.75
718,"Herzgeflüster (Into the Deep, #1)",Samantha Young,romance,3548286429,368,Ullstein Taschenbuch,2013-11-18,10.0
719,Trouble Brewing,Dolores Gordon-Smith,mystery,178010278X,224,Severn House Digital,2012-11-01,10.25
720,Used by the Centaurs (Taken by the Centaurs #2),Isabel Dare,fiction,nan,33,Isabel Dare,2014-03-12,10.75
721,User ID: A Novel of Identity Theft,Jenefer Shute,fiction,0618773398,258,Mariner Books,2006-10-01,41.0
722,La Monja Que Perdió La Cabeza (Ángel Esquius #3),"Andreu Martin,Jaume Ribera",fiction,8489367205,256,Umbriel,2007-01-01,24.5
723,"The Person of The Holy Spirit: To Empower, Equip, and Enable",R. Alan Woods,unknown,nan,122,RHEMA RISING PRESS,2013-01-09,25.75
724,"Transparent: Love, Family, and Living the T with Transgender Teenagers",Cris Beam,unknown,0151011966,318,Houghton Mifflin Harcourt,2007-01-02,26.0
725,Orphan Black #1,"John Fawcett,Graeme Manson,Jody Houser,Szymon Kudranski,Mat Lopes,Neil Uyetake",mystery,nan,32,IDW,2015-02-25,45.0
726,I Mittens rike,Roger Leloup,unknown,nan,174,Cobolt,2016-08-22,18.75
727,X-Men Legacy: Salvage,"Mike Carey,Scot Eaton,Andrew Hennessy,Jason Keith,Brian Reber,Cory Petit,Phil Briones",fiction,0785138765,168,Marvel Comics,2009-11-25,46.5
728,Diseases and Disabilities Caused by Weight Problems: The Overloaded Body,Jean Ford,unknown,1590849442,104,Mason Crest Publishers,2005-02-01,27.25
729,Reversal,Devibharathy,unknown,nan,22,Harper Collins,2013-09-21,49.25
730,Decompression,Juli Zeh,fiction,0385537581,272,Nan A. Talese,2014-05-20,37.0
731,"The Empire's Old Clothes: What the Lone Ranger, Babar, and Other Innocent Heroes Do to Our Minds",Ariel Dorfman,fiction,0140256377,240,Penguin Books,1996-07-01,45.75
732,"銀の十字架とドラキュリア 5 (Silver Cross & Draculea, #5)","Yuu Totsuki,Shi Yue  yuu,Minato Yasaka,Ba Ban  minato",unknown,4047129550,301,Fujimi Shobo,2013-11-20,40.25
733,"Threshold (Whyborne & Griffin, #2)","Jordan L. Hawk,Julian G. Simmons",fantasy,nan,8,Jordan L. Hawk,2013-11-27,29.5
734,Jukebox,David Merveille,unknown,1933605723,44,Kane/Miller Book Publishers,2008-02-01,27.0
735,JB,J.T. Holden,unknown,1937696170,214,Kuro Books,2016-03-01,31.5
736,"The Worst Day of My Life So Far: My Mother, Alzheimer's and Me",M.A. Harper,fiction,1892514974,266,Hill Street Press,2001-01-01,27.5
737,"Rock n' Roll Girlfriend (Everglade, #1)",Jessica Pine,romance,nan,201,Anna Roberts,2014-04-30,44.5
738,"Black Judas (Fair Winds and Following Seas, #1)",Murray Pura,unknown,nan,30,Stardust Romance,2014-09-18,43.0
739,The Deaths of Sybil Bolton: An American History,Dennis McAuliffe Jr.,history,081292150X,337,Crown,1994-08-23,49.25
740,Young PRB: A Novel of the Pre-Raphaelite Brotherhood,Elisabeth  Lee,fiction,nan,520,April Books,2012-06-27,31.25
741,A Rage for Revenge,David Gerrold,fiction,0553278444,528,Spectra,1989-03-01,12.75
742,A Season for Slaughter (War Against the Chtorr #4),David Gerrold,fiction,0553289764,562,Spectra,1992-12-01,48.0
743,The Hobbit,J.R.R. Tolkien,fantasy,000711835X,295,HarperCollins,2004-10-18,7.25
744,J.R.R. Tolkien,Michael  White,history,0028642856,317,Alpha Books,2001-12-13,13.25
745,"Liebe, Zimt und Zucker",Julia Hanel,unknown,3548287883,416,Ullstein,2016-09-09,47.75
746,"Night's Dominion, Vol. 1 (Night's Dominion, #1-6)",Ted Naifeh,fantasy,1620104105,168,Oni Press,2017-07-11,9.75
747,Motro Volume One,"Ulises Farinas,Erick Freitas",fantasy,1620104083,112,Oni Press,2017-07-11,49.75
748,"The New Avengers, Vol. 6: Revolution","Brian Michael Bendis,Leinil Francis Yu,Alex Maleev",fiction,0785124683,144,Marvel,2007-11-21,29.25
749,North: The Tale of a Boy Who Becomes a Free Agent and Travels the World in Search of the Perfect Parents,"Alan Zweibel,Alex Tiani",fantasy,0679748245,135,Villard,1994-06-28,22.5
750,El Gran Hotel del Salto,Margarita Barbachano,unknown,nan,616,Ediciones B,2014-12-03,37.0
751,Our Tree Named Steve,"Alan Zweibel,David Catrow",fiction,0142407437,32,Puffin Books,2007-02-15,25.5
752,De Sade's Valet,"Nikolaj Frobenius,Tom Geddes",fiction,0714530603,242,Marion Boyars Publishers Ltd,2001-04-01,38.75
753,The New Avengers Collection Vol. 1,"Brian Michael Bendis,David Finch,Steve McNiven,Angel Medina",unknown,0785124640,352,Marvel Comics,2007-12-05,49.0
754,Their Rebel Mate (Helan Universe #2),Lynn Tyler,romance,1622426517,179,Siren Publishing,2013-03-07,40.0
755,Crossing the River,Caryl Phillips,fiction,0679757945,237,Vintage,1995-01-15,10.0
756,"Buffy the Vampire Slayer: Welcome to the Team, Part 4 (Season 9, #19)","Andrew Chambliss,Georges Jeanty,Joss Whedon",fantasy,nan,32,Dark Horse,2013-03-13,46.25
757,No Way Down,Graham Bowley,history,8804611103,286,Mondadori,2011-06-14,14.0
758,Makerspaces: Top Trailblazing Projects,Caitlin A. Bagley,unknown,1555709907,128,Neal-Schuman Publishers,2014-03-01,27.75
759,Ministry by the Book: New Testament Patterns for Pastoral Leadership,Derek J. Tidball,unknown,0830838597,277,IVP Academic,2009-05-29,44.25
760,L'Homme dans le labyrinthe,"Robert Silverberg,Michel Rivelin",fiction,nan,308,J'ai Lu,2003-03-31,19.75
761,'Tis the Season to be Kissed,Amy Andrews,romance,1622663578,70,Entangled: Indulgence,2013-11-15,16.5
762,Saint Anything,"Sarah Dessen,Taylor Meskimen",romance,1101915420,10,Listening Library (Audio),2015-05-05,18.5
763,'Tis the Season to Get Lucky,Heidi Rice,romance,162266356X,70,Entangled: Indulgence,2013-11-08,21.0
764,Sun King,"Kevin Crouch,Tanja Crouch",unknown,0749929464,256,"Little, Brown UK",2009-06-04,49.25
765,Hiyokoi 12,Moe Yukimaru,romance,3842013345,192,Tokyopop,2017-02-16,45.0
766,Best Served Cold,Joe Abercrombie,fantasy,0316079081,629,Orbit,2009-07-29,49.5
767,Modern Family: Wit and Wisdom from America's Favorite Family,Writers of Modern Family,fiction,1401324754,288,Kingswell,2012-09-04,27.5
768,Ich bin Tess,Lottie Moggach,fiction,3839001587,352,Script5,2014-02-17,23.75
769,"Piacere, io sono Gauss",Silvia Tesio,unknown,8804616148,216,Mondadori,2012-04-10,22.25
770,"SEALed and Delivered (SEAL, #1)",Jill Monroe,romance,nan,210,Harlequin Blaze,2009-11-01,31.75
771,卒業生 - 冬 - [Sotsugyousei - Fuyu -],"Asumiko Nakamura,Zhong Cun  Ming Ri Mei Zi",romance,486349128X,171,Qian Xin She,2010-02-10,13.0
